Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
27847,31,294000,MORTGAGE,7.0,VENTURE,12000,8.94,0,0.04,N,6
28307,29,127000,MORTGAGE,1.0,MEDICAL,24250,11.36,0,0.19,N,10
13694,24,95000,MORTGAGE,2.0,EDUCATION,5000,7.88,0,0.05,N,3
23346,29,62000,MORTGAGE,6.0,VENTURE,12000,7.51,0,0.19,N,5
14402,23,30000,RENT,3.0,PERSONAL,14600,6.03,1,0.49,N,4
13495,22,92496,MORTGAGE,2.0,EDUCATION,10200,,0,0.11,N,4
32175,40,148350,MORTGAGE,11.0,VENTURE,5000,6.03,0,0.03,N,11
21783,27,60000,RENT,0.0,DEBTCONSOLIDATION,6000,9.25,0,0.1,N,9
32234,40,46000,MORTGAGE,5.0,MEDICAL,10000,7.9,0,0.22,N,16
30033,48,50000,RENT,1.0,HOMEIMPROVEMENT,5000,11.49,0,0.1,N,12
17178,23,80000,MORTGAGE,,PERSONAL,3000,5.99,0,0.04,N,3
18136,30,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,7.68,0,0.03,N,7
27263,29,130000,MORTGAGE,9.0,DEBTCONSOLIDATION,4200,6.99,0,0.03,N,8
26961,28,50000,RENT,4.0,PERSONAL,15000,7.49,0,0.3,N,6
19428,30,33000,MORTGAGE,0.0,DEBTCONSOLIDATION,3000,11.66,0,0.09,N,8
25079,27,80000,MORTGAGE,0.0,PERSONAL,8000,9.63,0,0.1,N,6
6105,21,16000,RENT,5.0,VENTURE,6000,9.63,1,0.38,N,3
22034,28,51996,MORTGAGE,4.0,PERSONAL,5000,7.51,0,0.1,N,7
25485,27,85000,OWN,6.0,VENTURE,20000,7.88,0,0.24,N,6
10801,22,36000,RENT,0.0,VENTURE,10000,15.27,1,0.28,N,2
13884,24,50004,RENT,0.0,EDUCATION,14000,12.21,0,0.28,N,3
21186,27,45500,MORTGAGE,2.0,DEBTCONSOLIDATION,5000,13.23,0,0.11,Y,8
20893,27,44000,MORTGAGE,3.0,EDUCATION,5700,13.23,0,0.13,Y,9
7735,23,33000,RENT,0.0,EDUCATION,7000,6.62,0,0.21,N,2
2802,24,52000,RENT,3.0,MEDICAL,3000,,0,0.06,N,2
28238,34,263004,MORTGAGE,2.0,DEBTCONSOLIDATION,25000,16.32,1,0.1,Y,9
19736,28,24000,RENT,2.0,HOMEIMPROVEMENT,3500,14.72,1,0.15,Y,6
32379,54,107000,RENT,27.0,VENTURE,10000,9.91,0,0.09,N,20
14237,26,102000,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,13.61,0,0.06,N,2
2054,22,30000,OWN,,VENTURE,7000,13.98,0,0.23,Y,2
32085,37,63000,RENT,1.0,EDUCATION,14900,9.63,0,0.24,N,17
30411,36,48000,MORTGAGE,3.0,EDUCATION,1500,13.92,1,0.03,Y,13
21444,31,62050,RENT,5.0,MEDICAL,5800,14.11,1,0.08,Y,10
17827,26,45000,RENT,3.0,MEDICAL,1500,10.25,0,0.03,N,4
9601,21,30000,RENT,5.0,EDUCATION,8400,6.03,0,0.28,N,3
18553,34,45996,RENT,4.0,DEBTCONSOLIDATION,18000,,1,0.39,N,9
16718,25,55000,RENT,0.0,DEBTCONSOLIDATION,6000,10.65,0,0.11,N,2
1270,22,25200,MORTGAGE,7.0,MEDICAL,4000,12.73,1,0.16,N,2
16860,22,30000,RENT,0.0,EDUCATION,6300,13.22,0,0.21,Y,3
4852,22,30000,RENT,6.0,MEDICAL,5000,17.43,1,0.17,N,2
9883,26,44000,RENT,4.0,DEBTCONSOLIDATION,9000,10.99,0,0.2,N,2
9820,23,64800,MORTGAGE,7.0,DEBTCONSOLIDATION,2400,13.23,0,0.04,N,2
31132,38,35000,RENT,22.0,EDUCATION,11100,6.62,1,0.32,N,14
9863,24,65000,MORTGAGE,8.0,DEBTCONSOLIDATION,6600,10.65,0,0.1,N,2
7914,25,48226,RENT,9.0,MEDICAL,7000,7.9,0,0.15,N,3
8748,25,60000,MORTGAGE,4.0,MEDICAL,8650,7.51,0,0.14,N,2
1663,22,20000,RENT,7.0,EDUCATION,1675,7.74,0,0.08,N,3
932,24,73000,RENT,0.0,HOMEIMPROVEMENT,18500,7.9,1,0.25,N,2
28933,28,20000,RENT,2.0,VENTURE,4000,13.11,1,0.2,N,5
10404,22,67320,MORTGAGE,7.0,EDUCATION,3900,14.35,0,0.06,Y,4
7103,26,51500,MORTGAGE,7.0,VENTURE,11000,,0,0.21,N,3
14151,23,100000,MORTGAGE,4.0,DEBTCONSOLIDATION,10000,13.57,0,0.1,N,3
23746,27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,4500,13.92,0,0.07,N,7
25449,34,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,24000,11.49,0,0.28,N,7
3787,25,38400,OWN,4.0,VENTURE,12500,13.06,0,0.33,Y,2
24750,30,69000,MORTGAGE,3.0,HOMEIMPROVEMENT,8500,,1,0.12,N,5
23267,34,25480,RENT,6.0,MEDICAL,5000,12.8,1,0.2,N,5
6832,22,44000,MORTGAGE,4.0,MEDICAL,16000,14.74,1,0.36,Y,3
4741,22,30000,RENT,0.0,HOMEIMPROVEMENT,5000,8.88,1,0.17,N,3
16737,25,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,10000,11.26,0,0.29,N,3
9400,23,62000,MORTGAGE,6.0,EDUCATION,1800,11.71,0,0.03,N,3
19598,31,35000,MORTGAGE,2.0,DEBTCONSOLIDATION,10225,9.99,0,0.29,N,6
15756,22,104000,RENT,3.0,MEDICAL,15900,13.49,0,0.15,N,2
18862,34,28000,OWN,1.0,VENTURE,3000,9.99,0,0.11,N,10
18409,27,21600,OWN,1.0,PERSONAL,4200,7.49,0,0.19,N,6
22020,28,65000,RENT,3.0,HOMEIMPROVEMENT,7000,8.49,0,0.11,N,6
19083,30,40000,RENT,2.0,MEDICAL,14000,12.73,1,0.35,N,8
29049,28,215662,MORTGAGE,12.0,HOMEIMPROVEMENT,21000,11.99,0,0.1,N,6
12416,26,80730,MORTGAGE,7.0,HOMEIMPROVEMENT,9600,7.29,0,0.12,N,2
11026,24,71000,MORTGAGE,8.0,EDUCATION,20000,11.36,0,0.28,N,2
9282,22,60612,MORTGAGE,6.0,PERSONAL,5300,,0,0.09,N,4
3120,24,35500,MORTGAGE,,DEBTCONSOLIDATION,14500,,0,0.41,N,3
6436,23,40000,RENT,3.0,EDUCATION,6000,5.79,0,0.15,N,4
27165,35,125000,MORTGAGE,8.0,VENTURE,17000,7.88,0,0.14,N,6
31067,36,64000,RENT,0.0,EDUCATION,10000,15.28,1,0.16,Y,12
31016,37,74000,MORTGAGE,8.0,EDUCATION,12000,7.51,0,0.16,N,17
9725,26,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,5000,6.62,0,0.08,N,2
8276,23,36000,RENT,1.0,PERSONAL,7500,12.61,1,0.21,Y,2
25755,32,65000,RENT,16.0,DEBTCONSOLIDATION,12400,13.49,0,0.19,Y,6
12670,23,62400,RENT,0.0,VENTURE,12000,6.91,0,0.19,N,3
4999,22,43000,MORTGAGE,1.0,DEBTCONSOLIDATION,4000,7.88,0,0.09,N,4
26856,34,115000,MORTGAGE,11.0,MEDICAL,6000,5.79,0,0.05,N,9
10806,22,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,10000,7.29,0,0.14,N,3
2614,24,40000,RENT,1.0,PERSONAL,3000,10.74,0,0.07,N,3
14206,22,43000,RENT,2.0,DEBTCONSOLIDATION,14400,7.88,1,0.33,N,2
17305,22,34000,RENT,4.0,MEDICAL,3800,18.25,1,0.11,Y,3
2636,25,45000,RENT,4.0,MEDICAL,3000,7.9,0,0.07,N,4
28779,31,50000,RENT,9.0,DEBTCONSOLIDATION,12000,6.03,0,0.24,N,6
473,22,18000,OWN,1.0,MEDICAL,5400,15.31,1,0.3,Y,2
10856,26,64000,MORTGAGE,5.0,DEBTCONSOLIDATION,7000,15.95,1,0.11,N,2
11823,26,88000,RENT,10.0,VENTURE,10000,12.69,0,0.11,N,2
7677,24,54000,MORTGAGE,9.0,MEDICAL,8525,8.59,0,0.16,N,4
5438,22,45000,MORTGAGE,6.0,EDUCATION,10000,7.88,0,0.22,N,4
5990,23,60000,RENT,1.0,PERSONAL,5600,7.29,0,0.09,N,2
20818,30,46044,RENT,4.0,MEDICAL,5000,,0,0.11,N,9
13745,26,108000,RENT,3.0,HOMEIMPROVEMENT,13000,15.99,1,0.12,Y,3
28041,35,85000,RENT,1.0,VENTURE,3600,7.51,0,0.04,N,7
31334,37,88000,MORTGAGE,2.0,VENTURE,1000,13.48,0,0.01,Y,11
23158,29,54000,MORTGAGE,1.0,PERSONAL,25000,20.16,1,0.46,Y,8
23356,27,62000,MORTGAGE,11.0,EDUCATION,4150,18.39,0,0.07,N,5
9973,26,65000,MORTGAGE,3.0,VENTURE,10000,7.29,0,0.15,N,3
12559,26,60000,RENT,1.0,PERSONAL,12000,10.62,0,0.2,N,4
9740,22,64000,MORTGAGE,5.0,VENTURE,6000,10.99,0,0.09,N,3
2211,22,33300,RENT,0.0,DEBTCONSOLIDATION,13250,,1,0.4,N,4
24270,33,70632,MORTGAGE,,MEDICAL,1500,10.65,0,0.02,N,5
29471,39,28650,MORTGAGE,1.0,MEDICAL,8000,10.37,0,0.28,N,14
30189,46,48000,MORTGAGE,0.0,PERSONAL,9600,,0,0.2,N,17
1293,25,25568,MORTGAGE,7.0,EDUCATION,12000,13.47,1,0.47,Y,2
16055,22,44400,RENT,3.0,VENTURE,12800,12.73,0,0.29,N,4
4896,23,39000,RENT,6.0,EDUCATION,5000,12.69,0,0.13,N,3
5489,23,45000,MORTGAGE,4.0,EDUCATION,14500,13.48,0,0.32,Y,2
7409,24,52000,RENT,3.0,HOMEIMPROVEMENT,6600,,0,0.13,N,3
15975,23,42000,RENT,5.0,VENTURE,6000,9.99,0,0.14,N,4
5166,23,44000,OWN,7.0,VENTURE,5000,13.23,0,0.11,N,2
17255,23,36000,RENT,5.0,VENTURE,8000,,0,0.22,N,2
18673,33,33000,RENT,4.0,PERSONAL,16750,12.53,1,0.51,N,5
28654,31,351699,RENT,7.0,HOMEIMPROVEMENT,10500,15.7,0,0.03,N,9
27031,27,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,25000,15.95,0,0.21,N,9
22376,35,40000,RENT,3.0,VENTURE,7000,16.07,0,0.17,Y,8
12398,26,40800,RENT,2.0,PERSONAL,12000,,0,0.29,N,2
23738,33,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,2000,7.88,0,0.03,N,7
15842,22,198000,MORTGAGE,6.0,DEBTCONSOLIDATION,24250,14.22,0,0.12,N,3
1767,24,17616,RENT,,VENTURE,2000,10.37,0,0.11,N,2
11888,24,77000,MORTGAGE,8.0,MEDICAL,14000,8.94,0,0.18,N,3
8773,25,60000,MORTGAGE,2.0,PERSONAL,6900,9.99,0,0.12,N,3
5279,25,50000,RENT,0.0,PERSONAL,5000,,0,0.1,N,2
5960,22,47940,MORTGAGE,4.0,DEBTCONSOLIDATION,15000,,0,0.31,N,4
16186,21,46000,RENT,2.0,PERSONAL,5200,17.27,1,0.11,Y,3
19521,29,54000,RENT,13.0,PERSONAL,12000,14.74,0,0.22,Y,10
21722,34,44000,RENT,0.0,PERSONAL,6000,16.45,1,0.14,N,10
19207,33,30929,MORTGAGE,12.0,EDUCATION,5300,7.68,0,0.17,N,7
20356,28,40000,MORTGAGE,1.0,MEDICAL,10000,7.29,0,0.25,N,10
19788,32,59000,RENT,6.0,EDUCATION,3500,,1,0.06,N,9
23535,31,60682,RENT,3.0,PERSONAL,8650,8.49,0,0.14,N,8
5250,24,62000,RENT,8.0,PERSONAL,8850,6.62,0,0.14,N,3
7616,26,69000,RENT,6.0,EDUCATION,6400,16.4,1,0.09,Y,4
5524,23,39000,MORTGAGE,7.0,VENTURE,16000,14.26,1,0.41,N,3
19920,28,36960,OWN,6.0,HOMEIMPROVEMENT,15000,13.61,0,0.41,Y,10
11833,25,90000,RENT,5.0,PERSONAL,10000,7.49,0,0.11,N,2
31890,43,69996,RENT,18.0,MEDICAL,19200,,0,0.27,N,11
8585,25,21996,RENT,3.0,HOMEIMPROVEMENT,8000,13.98,1,0.36,Y,2
7017,23,56000,RENT,4.0,PERSONAL,6200,8.49,0,0.11,N,2
14884,25,118443,MORTGAGE,7.0,DEBTCONSOLIDATION,4900,,0,0.04,N,2
21033,34,50004,RENT,5.0,VENTURE,8500,9.45,0,0.17,N,6
14305,22,30000,OWN,5.0,PERSONAL,3000,10.36,0,0.1,N,2
6444,22,34000,RENT,4.0,PERSONAL,6000,,1,0.18,N,2
14910,23,120000,MORTGAGE,7.0,VENTURE,4400,11.71,0,0.04,N,3
6266,23,48152,MORTGAGE,7.0,MEDICAL,9500,7.29,0,0.2,N,2
1002,21,50000,RENT,2.0,EDUCATION,18000,14.74,1,0.36,N,2
32081,43,55000,MORTGAGE,14.0,DEBTCONSOLIDATION,10000,6.03,0,0.18,N,11
20965,32,45000,MORTGAGE,,PERSONAL,7200,12.69,0,0.16,N,9
31129,49,77736,MORTGAGE,,DEBTCONSOLIDATION,8000,6.03,0,0.1,N,17
19153,30,34000,RENT,0.0,MEDICAL,2400,15.57,1,0.07,Y,5
13889,26,97700,MORTGAGE,1.0,DEBTCONSOLIDATION,10400,9.32,0,0.11,N,3
21173,27,45336,MORTGAGE,12.0,MEDICAL,4800,,0,0.11,N,8
20812,28,45000,RENT,2.0,PERSONAL,5000,12.73,0,0.11,N,7
6723,24,50000,MORTGAGE,8.0,HOMEIMPROVEMENT,9000,7.14,0,0.18,N,2
27805,27,228000,MORTGAGE,12.0,HOMEIMPROVEMENT,6000,7.14,0,0.03,N,6
29345,42,889000,RENT,13.0,EDUCATION,20000,,0,0.02,N,17
29437,41,57000,RENT,3.0,PERSONAL,1200,15.99,0,0.02,Y,12
12343,26,38400,RENT,0.0,EDUCATION,12000,8.9,1,0.31,N,4
18357,27,60000,RENT,1.0,EDUCATION,20000,10.99,1,0.33,N,6
20631,35,36000,MORTGAGE,4.0,EDUCATION,16000,10.99,1,0.44,N,8
7250,23,30000,RENT,0.0,EDUCATION,6300,14.35,0,0.21,N,4
9578,23,30000,RENT,5.0,MEDICAL,8250,7.51,0,0.28,N,4
20043,30,38000,OWN,14.0,MEDICAL,12600,,0,0.33,N,8
14323,25,30000,RENT,0.0,VENTURE,14500,14.42,1,0.48,N,4
26835,32,115000,MORTGAGE,0.0,HOMEIMPROVEMENT,7200,7.9,0,0.06,N,10
17099,22,75000,RENT,2.0,EDUCATION,10000,11.26,0,0.13,N,4
15952,24,7800,RENT,1.0,EDUCATION,1000,11.36,0,0.13,N,4
10854,23,44796,RENT,2.0,DEBTCONSOLIDATION,10000,11.48,0,0.22,N,2
25975,30,94104,OWN,15.0,VENTURE,14400,14.27,0,0.15,Y,7
25088,27,33000,RENT,3.0,MEDICAL,12000,10.75,1,0.36,N,5
25650,31,88560,MORTGAGE,16.0,EDUCATION,9000,7.29,0,0.1,N,8
21770,29,59000,RENT,3.0,EDUCATION,6000,7.88,0,0.1,N,9
17462,26,51600,OWN,10.0,EDUCATION,15000,9.88,0,0.29,N,4
12531,21,60000,RENT,0.0,PERSONAL,12000,7.51,0,0.2,N,3
11386,24,60000,RENT,4.0,MEDICAL,10000,7.49,0,0.17,N,4
5933,23,30000,RENT,3.0,VENTURE,5600,,0,0.19,N,4
31487,36,99500,OWN,5.0,VENTURE,4000,7.74,0,0.04,N,16
2953,23,29000,OWN,,MEDICAL,10000,18.62,1,0.34,Y,3
24093,30,70000,MORTGAGE,5.0,MEDICAL,31825,12.69,0,0.45,N,8
18238,31,59712,RENT,0.0,DEBTCONSOLIDATION,24000,17.43,1,0.4,N,9
20301,27,86095,RENT,5.0,HOMEIMPROVEMENT,4000,13.99,0,0.05,N,8
13641,24,83000,MORTGAGE,2.0,DEBTCONSOLIDATION,28000,16.49,1,0.34,Y,3
6956,26,50400,OWN,0.0,VENTURE,6725,10.62,0,0.13,N,4
2737,21,34000,MORTGAGE,5.0,EDUCATION,6000,6.76,0,0.18,N,2
29004,28,78200,MORTGAGE,12.0,MEDICAL,20000,,1,0.22,Y,5
12437,25,44004,RENT,9.0,MEDICAL,12000,16.45,0,0.27,Y,4
18418,35,80000,RENT,1.0,DEBTCONSOLIDATION,20000,13.98,0,0.25,Y,7
14836,25,116000,MORTGAGE,9.0,VENTURE,19950,9.96,0,0.17,N,4
16752,24,64151,RENT,0.0,EDUCATION,5000,11.86,0,0.08,N,4
29536,46,30000,MORTGAGE,13.0,VENTURE,3050,7.88,0,0.1,N,14
31634,50,116000,MORTGAGE,22.0,PERSONAL,5000,10.25,0,0.04,N,17
32386,51,99000,RENT,2.0,HOMEIMPROVEMENT,9000,11.49,0,0.09,N,22
18507,27,11808,RENT,,MEDICAL,1000,14.91,1,0.08,N,8
29343,45,23000,OWN,2.0,PERSONAL,7000,7.29,0,0.3,N,15
2857,24,62000,RENT,7.0,EDUCATION,3000,9.99,0,0.05,N,2
4436,25,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,6500,9.63,0,0.16,N,4
5106,24,56000,RENT,8.0,HOMEIMPROVEMENT,9000,,0,0.16,Y,2
14464,22,33996,RENT,3.0,EDUCATION,2000,8.0,0,0.06,N,2
28207,30,150000,RENT,2.0,VENTURE,21000,12.62,0,0.14,N,9
7459,25,42000,RENT,2.0,MEDICAL,6750,17.27,1,0.16,N,2
10657,24,69996,OWN,4.0,MEDICAL,10000,,0,0.14,N,2
25621,32,90000,RENT,2.0,MEDICAL,12000,10.62,0,0.13,N,5
16596,26,140000,MORTGAGE,10.0,VENTURE,24250,12.53,0,0.17,N,4
10034,23,36707,RENT,3.0,PERSONAL,9250,16.32,0,0.25,Y,4
8129,26,55900,MORTGAGE,5.0,PERSONAL,18200,14.26,0,0.33,N,4
9351,23,61200,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,7.88,0,0.16,N,3
25369,35,84000,OWN,4.0,HOMEIMPROVEMENT,9000,6.76,0,0.11,N,6
2304,25,31200,MORTGAGE,0.0,EDUCATION,4750,,1,0.15,N,2
15846,23,200000,MORTGAGE,7.0,VENTURE,21000,12.69,0,0.1,N,2
26880,32,116000,MORTGAGE,15.0,EDUCATION,21600,10.62,0,0.19,N,9
4625,25,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,12000,9.91,0,0.29,N,2
17664,24,70000,MORTGAGE,8.0,DEBTCONSOLIDATION,25000,9.62,0,0.36,N,4
31059,36,66847,RENT,3.0,PERSONAL,10000,16.0,0,0.15,Y,14
3545,25,37200,MORTGAGE,,EDUCATION,10000,9.91,0,0.27,N,3
29698,39,36000,MORTGAGE,1.0,PERSONAL,7125,7.9,0,0.2,N,12
14096,23,100000,MORTGAGE,7.0,PERSONAL,5400,12.23,0,0.05,Y,2
19594,27,70000,RENT,3.0,EDUCATION,3000,7.68,0,0.04,N,10
29263,36,72800,RENT,3.0,HOMEIMPROVEMENT,24000,14.09,1,0.33,N,12
31317,46,86807,MORTGAGE,0.0,VENTURE,10000,8.94,0,0.12,N,15
10436,26,67900,MORTGAGE,2.0,DEBTCONSOLIDATION,2400,8.49,0,0.04,N,4
26747,28,30144,RENT,,EDUCATION,15000,15.95,1,0.5,Y,7
29511,36,122000,RENT,2.0,HOMEIMPROVEMENT,15000,,0,0.12,N,17
16987,23,70000,RENT,4.0,EDUCATION,6000,7.49,0,0.09,N,3
32404,62,66000,RENT,2.0,EDUCATION,6000,,0,0.09,N,23
22405,27,44000,RENT,2.0,MEDICAL,7000,7.14,0,0.16,N,7
22842,28,35000,RENT,3.0,DEBTCONSOLIDATION,7950,15.62,1,0.23,N,10
6132,26,21600,RENT,3.0,MEDICAL,6000,10.59,0,0.28,N,4
19813,34,30000,RENT,5.0,HOMEIMPROVEMENT,3600,6.92,1,0.12,N,6
2821,25,55000,RENT,0.0,MEDICAL,3000,6.39,0,0.05,N,4
2021,22,30000,MORTGAGE,3.0,EDUCATION,5000,6.91,0,0.17,N,3
14088,24,100000,MORTGAGE,8.0,HOMEIMPROVEMENT,10000,6.54,0,0.1,N,3
18948,35,29568,MORTGAGE,6.0,PERSONAL,6000,13.23,0,0.2,Y,10
10804,25,42000,RENT,9.0,MEDICAL,10000,14.27,0,0.24,N,2
29611,43,46000,RENT,5.0,VENTURE,3000,11.71,0,0.07,N,17
23243,27,60000,MORTGAGE,0.0,PERSONAL,10000,8.63,0,0.17,N,5
26465,27,75000,RENT,1.0,EDUCATION,14400,11.36,0,0.19,N,7
5280,24,50000,RENT,3.0,PERSONAL,5000,14.74,0,0.1,Y,4
6098,25,78000,RENT,3.0,HOMEIMPROVEMENT,5950,7.29,0,0.08,N,3
10331,23,66996,MORTGAGE,7.0,MEDICAL,10000,9.32,0,0.15,N,3
2556,21,33000,MORTGAGE,5.0,HOMEIMPROVEMENT,2000,14.27,1,0.06,N,4
15109,22,24744,OWN,5.0,VENTURE,5000,11.89,0,0.2,N,2
25583,27,86875,MORTGAGE,5.0,VENTURE,8000,10.59,0,0.09,N,10
11799,24,76000,MORTGAGE,7.0,VENTURE,13500,8.49,0,0.18,N,4
7089,22,60000,RENT,5.0,MEDICAL,7000,9.99,0,0.12,N,4
30236,40,48000,RENT,1.0,VENTURE,6000,10.08,0,0.13,N,13
29811,43,39996,RENT,1.0,PERSONAL,4000,10.99,0,0.1,N,11
3344,23,36000,OWN,2.0,VENTURE,15000,11.36,0,0.42,N,4
27968,31,34000,RENT,3.0,EDUCATION,5000,5.42,0,0.15,N,7
1513,22,69600,RENT,6.0,DEBTCONSOLIDATION,1350,12.68,0,0.02,N,3
181,22,66000,RENT,6.0,EDUCATION,25000,13.06,1,0.38,Y,3
13351,25,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,11.48,1,0.04,N,3
20342,30,54000,RENT,14.0,PERSONAL,4425,17.49,0,0.08,Y,9
20881,30,44000,MORTGAGE,1.0,EDUCATION,6800,6.91,0,0.15,N,7
20725,30,36933,RENT,2.0,PERSONAL,5000,11.91,0,0.14,Y,6
1853,23,30000,OWN,1.0,PERSONAL,5000,6.62,0,0.17,N,2
19144,32,30000,OWN,4.0,MEDICAL,3000,15.65,0,0.1,Y,6
2163,24,95000,RENT,4.0,PERSONAL,2400,5.99,0,0.03,N,3
31504,40,82000,RENT,2.0,MEDICAL,14000,10.37,0,0.17,N,13
24785,27,75670,MORTGAGE,0.0,MEDICAL,10000,8.94,0,0.13,N,10
1250,22,25062,OWN,4.0,DEBTCONSOLIDATION,4000,16.49,0,0.16,Y,2
16545,24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,21000,,0,0.35,Y,3
19852,27,36000,MORTGAGE,7.0,PERSONAL,6000,10.25,0,0.17,N,10
28899,28,48996,RENT,8.0,MEDICAL,15000,14.09,1,0.31,Y,5
8818,25,41000,RENT,3.0,VENTURE,8000,10.99,0,0.2,N,4
10069,24,65000,MORTGAGE,1.0,EDUCATION,8500,7.51,0,0.13,N,2
3966,23,39800,MORTGAGE,5.0,MEDICAL,9750,10.99,0,0.24,N,3
7980,26,55000,MORTGAGE,10.0,MEDICAL,3000,6.76,0,0.05,N,2
27792,34,220000,MORTGAGE,6.0,DEBTCONSOLIDATION,7350,11.99,0,0.03,N,6
10118,25,61000,RENT,4.0,VENTURE,9500,7.51,0,0.16,N,2
7141,21,51996,MORTGAGE,1.0,EDUCATION,18000,8.49,0,0.35,N,2
4983,24,36100,RENT,4.0,DEBTCONSOLIDATION,5000,12.92,1,0.14,Y,3
21964,29,70000,RENT,2.0,VENTURE,6125,7.49,0,0.09,N,8
13826,26,71400,OWN,9.0,MEDICAL,16500,16.45,1,0.2,N,3
11946,22,32244,RENT,2.0,VENTURE,11100,12.21,1,0.34,N,3
8081,25,49700,RENT,2.0,PERSONAL,7200,10.38,1,0.14,N,2
26893,31,117000,MORTGAGE,5.0,HOMEIMPROVEMENT,3600,6.91,0,0.03,N,5
29683,49,23004,RENT,6.0,PERSONAL,3250,15.21,0,0.14,N,12
5234,22,44500,MORTGAGE,3.0,PERSONAL,15000,13.57,0,0.34,Y,4
3656,23,48500,RENT,5.0,DEBTCONSOLIDATION,3850,8.49,0,0.08,N,4
21247,30,46000,OWN,14.0,PERSONAL,6000,12.68,0,0.13,N,6
10658,23,69996,MORTGAGE,5.0,VENTURE,12000,11.11,0,0.17,N,2
16467,23,39292,MORTGAGE,3.0,MEDICAL,3250,,1,0.08,N,3
21019,27,38000,RENT,5.0,EDUCATION,8500,6.99,0,0.22,N,10
17950,29,110000,RENT,9.0,DEBTCONSOLIDATION,25600,,0,0.23,N,5
21368,31,30000,RENT,1.0,DEBTCONSOLIDATION,5600,7.74,0,0.19,N,7
677,24,55000,RENT,2.0,VENTURE,20000,18.64,1,0.36,N,2
20464,27,40000,OTHER,0.0,MEDICAL,1200,,0,0.03,N,8
8985,26,46000,RENT,3.0,PERSONAL,8000,14.42,1,0.17,N,2
5091,22,49000,RENT,6.0,VENTURE,5000,11.86,0,0.1,N,2
6496,24,50000,OWN,7.0,HOMEIMPROVEMENT,20000,12.69,0,0.4,N,2
26176,27,97200,MORTGAGE,2.0,HOMEIMPROVEMENT,5500,,0,0.06,N,8
21836,29,63000,RENT,4.0,PERSONAL,6000,7.51,0,0.1,N,7
22510,30,42000,RENT,2.0,MEDICAL,7200,10.99,0,0.17,N,6
31985,38,47004,RENT,2.0,VENTURE,4775,,0,0.1,Y,14
23405,31,62100,MORTGAGE,,EDUCATION,4800,,0,0.08,Y,10
29034,27,45600,MORTGAGE,6.0,DEBTCONSOLIDATION,3000,6.99,0,0.07,N,5
22147,27,68000,RENT,0.0,DEBTCONSOLIDATION,6500,7.51,0,0.1,N,7
7014,25,51000,MORTGAGE,6.0,EDUCATION,3000,13.99,0,0.06,N,2
4930,23,40000,RENT,2.0,MEDICAL,5000,,0,0.13,N,3
31695,38,123600,MORTGAGE,16.0,EDUCATION,12000,6.92,0,0.1,N,14
17281,23,75885,MORTGAGE,7.0,EDUCATION,3000,11.03,0,0.04,N,4
22764,29,58000,MORTGAGE,9.0,EDUCATION,15900,,0,0.27,N,6
18406,27,75000,RENT,3.0,MEDICAL,20000,11.83,0,0.27,N,10
8564,21,58951,MORTGAGE,5.0,MEDICAL,3000,7.51,0,0.05,N,4
13385,23,90096,MORTGAGE,0.0,EDUCATION,10150,11.97,0,0.11,N,3
248,23,180000,MORTGAGE,8.0,PERSONAL,28000,7.51,0,0.16,N,3
8962,23,50000,RENT,0.0,VENTURE,8000,,0,0.16,N,4
31717,37,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,8000,9.32,0,0.06,N,15
27191,29,57000,RENT,4.0,PERSONAL,15000,9.91,0,0.26,N,6
6627,24,45000,RENT,0.0,MEDICAL,6000,17.19,1,0.13,N,3
28328,30,60000,OWN,7.0,DEBTCONSOLIDATION,6000,14.84,0,0.1,Y,5
3999,22,39996,OWN,5.0,EDUCATION,3500,,0,0.09,N,2
13229,23,66300,MORTGAGE,6.0,MEDICAL,14000,,1,0.18,N,3
31288,37,42000,RENT,3.0,VENTURE,3000,7.51,0,0.07,N,13
18578,33,70000,RENT,18.0,EDUCATION,18000,11.89,0,0.26,N,9
30972,37,72000,MORTGAGE,12.0,VENTURE,5600,5.42,0,0.08,N,15
18834,28,27500,MORTGAGE,13.0,VENTURE,15000,6.54,0,0.55,N,10
24686,30,75000,MORTGAGE,12.0,PERSONAL,8000,7.14,0,0.11,N,9
25440,30,71000,RENT,2.0,HOMEIMPROVEMENT,12000,8.9,0,0.17,N,8
4980,26,42000,RENT,2.0,VENTURE,5000,11.91,0,0.12,Y,4
